B66B	H04B	9.919749228739498e-05
C01B	F21V	1.7141485823991223e-05
C10N	D06M	0.004316287992326599
F23N	F27M	0.0002475860361475613
A23K	C09G	0.0013110846245530394
C30B	G05D	0.0005632140749879312
H01Q	H02K	0.000387475596488875
B82B	G09G	5.712544748267195e-05
B65G	C04B	0.0003584732158164617
B29K	B61B	3.0993336432666976e-05
B24B	G21B	0.00010730189387842696
B81B	D21H	5.8924046903541334e-05
A47G	C12N	1.0632076976237309e-05
B62B	G01F	3.360779700890607e-05
B22D	C08K	5.5739288766675335e-05
A01K	D04B	0.0001349454820252618
A46B	E01B	0.00010325245224574084
C11D	H01B	0.0003940006829345171
B61F	B61G	0.030059271803556307
A01K	B23D	4.856962455680218e-05
C11B	H01F	6.242781783562755e-05
C01B	G06T	3.763607794431742e-05
F23N	F26B	0.0003663003663003663
B67C	F16F	5.03119339907426e-05
C08J	G07D	2.6690866385522874e-05
B62H	Y10T	0.0008184874559026932
B63B	F16B	0.003915309608718422
C01B	C03B	0.00291970802919708
C25B	F24F	4.592422502870264e-05
C08F	F21V	0.00015243708794349665
B64G	C02F	0.00015078862450616725
B63J	H01Q	2.9586674161957454e-05
B21K	B60R	0.0002858827523361981
E05B	F16K	0.0008884376189871811
F03D	H05G	0.00019160758766047136
G01N	G01S	0.006073674402267505
B21D	Y10S	0.002999504019020477
B60D	B60T	0.0031164783794312427
A01M	F21L	0.0004735296903115825
G10H	H03D	6.858710562414266e-05
F16H	H03K	0.00017675743680921634
B27C	E02D	0.0002114388413151496
B01L	B25H	0.0003814246209592829
A46B	A61M	0.0007617983519762319
F17D	G01B	0.00032589212970506764
A45B	G01B	6.374705169885892e-05
B05B	E01F	0.00014529604068289138
B60B	H04W	6.827383268814562e-06
A61N	G21H	0.000490006447453256
C09J	C25C	0.00010973936899862826
B65G	F17D	0.0007507017429336119
B60L	E21F	0.0008289296445964149
A01K	B04B	8.476012883539582e-05
B64C	C10M	3.8364152535870484e-05
A46B	G01P	4.976114649681529e-05
B26B	G09F	0.0002601360139730202
C05G	C10B	0.0017452006980802793
B60D	B64C	5.536178929302995e-05
A23P	D21C	0.00013635124079629124
F01C	H02N	0.00021238186258893492
A01B	A01F	0.005531529719400584
A61B	G11C	0.0001264607201147631
A63G	E01B	0.003843042071197411
B62M	B63C	9.298000929800093e-05
D07B	H01L	5.170029339916504e-06
B65B	C08F	0.00020191686409648933
B02C	E05C	7.49232037161909e-05
G07B	G08G	0.023615406241214505
C22C	G01C	4.069589988808628e-05
A23G	D21H	0.00029432540616906053
A23C	C12C	0.0037174721189591076
G05D	H01J	0.0007147010369221824
F24H	F24J	0.003845869388358849
B01F	B29K	0.006860958076474082
F25B	H01B	0.00037273848094732917
C09J	F26B	4.418912947414936e-05
B23D	F25C	0.0001668335001668335
B26B	C08G	5.457174820595378e-05
H04J	H04K	0.004452524952691922
B65D	C23F	0.0007905667961945599
B33Y	H04B	0.0001975620838848608
C14C	C23C	0.00026729721394057776
A61C	D02J	0.000389083430604191
C23C	F04B	0.0009655807596892315
A41H	A61F	0.0002602391721915856
F01D	F02K	0.03662098404852842
A01G	C01G	4.592844348505029e-05
G01H	G06M	0.00021105951878429716
B21B	C07K	1.0977550908392337e-05
C10J	F16N	0.00047073591715047857
B81B	F05B	0.0003273751063969096
A47C	A47J	0.00023450095266012018
B05D	C10L	0.0005738247627455308
A63B	G01M	0.0007812011749265671
A61J	B21D	0.00031494823038463054
A44B	B01J	2.5970990403719045e-05
A61J	B29K	0.006419328750505459
B23B	C08K	5.554012774229381e-05
B09C	H05B	0.0007218005643168049
A23Y	C12P	0.0029037939734374257
F01D	H01H	6.743429371006626e-05
F42D	G09F	4.5583006655118975e-05
A47G	Y10T	0.004349286342363264
C08J	C25C	2.9865902099572918e-05
A47B	A47C	0.02578438661710037
A61C	C08G	0.00023855815451411669
C10J	F01K	0.01855111712931618
B01J	B65H	8.988360073704552e-05
A01D	A61G	7.818608287724784e-05
B22D	B44C	0.00023338584514849173
F22B	Y04S	9.48856627763545e-05
B64C	C02F	6.952169076751947e-05
C08L	G10C	6.691424938940747e-05
C30B	G02F	0.0022811783011155357
E21C	Y02B	1.5363579099386993e-05
F21W	G09B	0.00012748597654258032
D21G	G01H	0.0010535557506584723
B21F	C09J	5.7653502450273856e-05
B22C	B41C	0.00014156285390713478
A47L	Y04S	0.0005497022446174989
B66D	B66F	0.00903225806451613
F16C	F41G	5.9199621122424815e-05
B25F	G01R	0.0006469536096205807
B25C	E04H	0.00028712530148156654
B82Y	G21Y	5.850690381465013e-05
E21B	F23B	5.5768301297542476e-05
A41F	A45D	0.00025140367049358923
B29C	C07C	0.00014543574164148474
A01L	G01R	1.3256797422878582e-05
B82Y	C08J	0.01006590926576565
A62D	C12Y	0.0005297812760160448
G01H	H05B	4.275605532633559e-05
A62D	B64D	6.081245439065921e-05
D04B	D05B	0.0028920018075011297
E01C	G09F	0.00043888523151195964
A23P	F25D	0.0006481721545242416
C12Y	Y02T	0.0004337333318504843
F05B	F24F	0.0014129576528279931
C08G	H01F	0.0007708779443254819
G04F	H02M	0.00028006497507421723
A47G	F24F	0.0003720699491504403
A23V	F21W	0.00023514657469822856
E01C	H05B	0.0013222478212962035
F24H	H02K	0.0004604169331116511
C09J	F03C	6.2266500622665e-05
A46B	G06F	2.4983084369957843e-05
B27K	E04F	0.00039856516540454366
B05D	B66D	6.522731720044354e-05
E06B	F02C	3.74251497005988e-05
C01B	C06D	0.0017311199727966862
E05C	G01R	8.622707283724024e-05
B60H	F16J	0.0003668883283650539
A47C	B60P	0.0017998941238750663
D05B	F41C	0.00010610079575596818
E03B	H02K	2.760448296803401e-05
B60H	C09J	0.0003359650596337981
H01K	H04B	1.0351752551707004e-05
B27F	B29C	9.523696146474447e-05
B61L	E05Y	0.00024396194193705782
C40B	G02B	0.0006142209401031063
F02D	F24F	0.0001418899744598046
C07G	C12Q	0.00028961849345725493
B41J	C40B	0.0007237004188223701
G06F	H03C	0.00011771184979967965
E01C	H03B	7.876496534341525e-05
A01K	C11C	2.919196637085474e-05
G04D	G06F	6.330289167609176e-06
B24C	F41H	0.00013095861707700367
A42B	B65H	4.390875760170366e-05
B03D	B22F	0.00013913043478260868
D01H	H02G	4.947555907381753e-05
B26B	H02K	0.001104484205875856
C06B	C07K	1.1227502891081994e-05
G06Q	H01Q	0.001298612999728039
A63B	F16K	0.00044463624831626717
B21C	B66F	0.0020991865652059826
A23G	B26F	0.00027347310847766635
C07B	G06N	0.0004113322021697774
B07B	D02G	0.0002883506343713956
B65H	G01W	2.3837902264600716e-05
A23L	B41N	7.57174225789354e-05
F15B	G11B	5.3815934129296625e-05
F03H	F25B	5.782017924255565e-05
B09B	C08C	0.00020529665366454526
G07C	G07G	0.00764460600876724
B27K	G08G	6.691201070592172e-05
G01T	G05B	7.005417522884363e-05
B29C	F23D	0.0004154176069700338
B03D	Y10S	0.0004485572766864394
B23B	F16K	4.888541259288228e-05
A47L	Y10T	0.0028137091475947517
G01T	H02H	0.00013688629311918235
B24C	D21F	0.00023540489642184556
B26D	F16F	0.000327880797114649
F01K	F04F	0.0016778523489932886
A62B	F03B	0.00021824530772588389
B61B	F01N	4.9920127795527154e-05
G05F	G08G	0.00012035625451335955
B41F	C07F	2.3228264151819933e-05
D04C	F16L	0.0015389529312697815
A61M	F41G	1.2810986702195804e-05
C12Q	Y02C	4.75511174512601e-05
A44C	E04F	6.55694708543702e-05
A47G	G10K	0.0008650519031141869
A41B	A41D	0.054158296504620326
D07B	H01R	6.840226001067075e-05
B64B	B64D	0.005406135964319503
G09F	H04M	0.001541807488487497
B05C	B27K	0.0012141589614271038
B02B	F16J	7.259528130671507e-05
F02K	G01G	0.0002461437479488021
F16P	F24J	9.83574309039048e-05
B03C	B66C	8.8660342228921e-05
A63B	G01K	6.985923364420692e-05
B41F	G01F	0.0005612722170252573
D03J	D04G	0.001697792869269949
A45C	E05F	0.0007371286005897028
A41D	B60C	0.00016275379419782723
B29C	F24D	0.00026670068066651976
A45D	F23N	0.00013935340022296544
B05B	G01K	0.000574347812943986
B30B	C09J	8.79430129276229e-05
A01N	F16H	1.2905057492031127e-05
B66C	E21D	0.0003246401904555784
B44B	G02C	0.0005495109352676119
B44B	G01B	0.0001667389201987528
B65B	G06T	0.00016449397540815066
A45B	A47L	0.00016855826497359254
B43L	F16D	3.192440301366364e-05
B29B	B31F	0.0004636498516320475
G01S	G02B	0.005288951428987335
C25B	F24D	0.0003049710277523635
A61C	F02K	8.781173164734808e-05
F01D	F23C	0.001086630695443645
B41M	D01F	0.0007948793038530729
B66D	G21Y	0.00017286084701815038
B25F	G09B	4.946821667078902e-05
C10N	C23C	0.0017990052559173162
A47J	B25J	0.00017761358388689567
C21D	G09F	3.4231335364392565e-05
B23Q	G06N	0.00021774632553075667
A63H	H04H	0.0002629387790876024
B23C	B25J	0.0011130434782608695
A23F	D06P	0.00017513134851138354
B05C	B41L	0.0004749240121580547
D05D	G08B	7.626892422682378e-05
B01J	D06B	0.00016443537004809736
F02C	Y02B	0.0007698125438928205
G11B	H03J	0.00017853664870479778
A24B	H01M	0.00012265638689328893
E05F	H03D	7.063144511936714e-05
C07K	E05F	3.180324393088095e-05
B22D	E02D	0.00010089290218433133
A21C	A62B	0.00023073373327180433
A44B	B63H	0.0002581977794990963
G01G	Y02B	2.9066387629345423e-05
D02H	D05C	0.0033370411568409346
C07C	H04W	2.4784580686202423e-05
A41D	B29K	0.006622516556291391
B26B	H01Q	2.541425231269696e-05
A23L	C12Q	0.002328118131644498
B27C	B27L	0.012982054219167621
C04B	G11C	0.00012132977432661975
E02F	G21F	0.00032047173439302655
B29D	H05F	0.00018535681186283596
A24C	B65C	0.0005884660651235779
G01R	G06Q	0.0019936014383543535
B60Y	F16H	0.027066808406247443
C08J	F02K	0.00019214405314155528
B05D	C23D	0.0009999230828397815
B23P	H04H	8.850340738118418e-05
A61B	B64C	5.0252378612587665e-05
A01F	B02B	0.0005443658138268917
B24B	D06P	4.493776120073698e-05
B64C	E06C	0.00011627230974943318
B21K	H01F	0.00010195758564437195
A24F	B08B	0.00031952965235173826
C12M	D01D	0.0008345697329376854
A01M	A63B	0.0009316259613101218
A61B	F16N	2.9798443329320477e-05
C01G	D01D	0.0007474958887726118
C12C	C12L	0.0010964912280701754
A61N	G06T	0.0019269185213994025
C08G	E05Y	1.2419583198787849e-05
A61H	H03K	8.069331697948776e-05
F16G	F42D	0.00015137753557372085
E04C	F41J	9.144947416552355e-05
B28B	B41B	0.00017061934823408976
C10B	F03D	9.655305590421937e-05
B41M	C09D	0.03469063605515847
B29B	E01F	0.005292259083728278
H01T	H02N	0.00021609940572663426
B42D	G03B	0.0029645293032319587
A61F	D06G	2.5072710861498344e-05
B01D	B60Q	2.1758997345402324e-05
A61N	G07F	4.2752704108534864e-05
B25H	Y10S	0.0016096275170685334
A23V	Y02E	0.0005654067319490893
B04B	G01N	0.0020532366140038113
A45D	B62J	6.199243692269544e-05
A61K	C07G	0.0003552207721429058
A45D	H01B	3.5000525007875116e-05
B60R	E01B	5.339503426181365e-05
A63F	H02P	7.021814436850482e-05
E04D	H02G	0.0005762265393480408
A61B	B01J	0.0003317779469750784
E06C	F21W	0.00010181225819588678
B08B	B60N	6.3619302096256e-05
B41M	B43M	0.0012146451500954364
A61N	D06P	9.364611134522639e-05
B29D	D06N	0.0020770702377698826
F16F	G01N	0.00010682198958766713
A63C	B64F	0.0002801643630930146
C14B	G06T	1.3311325275544433e-05
B23Q	G05B	0.02326499241810515
B65H	F41B	6.540650140623977e-05
A63B	B60W	0.00013335308934656986
F42B	H03K	9.661680166180898e-05
F25D	G07C	0.0006142284207103371
B30B	E21C	9.96710854181202e-05
A63J	G09B	0.001516123389118899
A23P	F28C	0.00024248302618816683
B23Q	B25B	0.021561979538424935
F16C	G01H	0.0011737461536021317
C07G	G21F	0.00044812906116961686
C21D	F24H	0.00029349181891554773
C03B	F16M	4.5714285714285716e-05
F21S	Y02E	0.0019186823610572155
A41D	A61F	0.008727596571301347
A01G	H04L	4.230641560520955e-05
B01F	F16F	0.0002991894685307077
B67C	H04L	1.3489633216872832e-05
C12F	C13K	0.0016515276630883566
